"DATETIME","CFFEX.IF.2010.05.CLOSE","CFFEX.IF.2010.05.SETTLE","CFFEX.IF.2010.05.VOLUME","CFFEX.IF.2010.06.CLOSE","CFFEX.IF.2010.06.SETTLE","CFFEX.IF.2010.06.VOLUME","CFFEX.IF.2010.07.CLOSE","CFFEX.IF.2010.07.SETTLE","CFFEX.IF.2010.07.VOLUME","CFFEX.IF.2010.08.CLOSE","CFFEX.IF.2010.08.SETTLE","CFFEX.IF.2010.08.VOLUME","CFFEX.IF.2010.09.CLOSE","CFFEX.IF.2010.09.SETTLE","CFFEX.IF.2010.09.VOLUME","CFFEX.IF.2010.10.CLOSE","CFFEX.IF.2010.10.SETTLE","CFFEX.IF.2010.10.VOLUME","CFFEX.IF.2010.11.CLOSE","CFFEX.IF.2010.11.SETTLE","CFFEX.IF.2010.11.VOLUME","CFFEX.IF.2010.12.CLOSE","CFFEX.IF.2010.12.SETTLE","CFFEX.IF.2010.12.VOLUME","CFFEX.IF.2011.01.CLOSE","CFFEX.IF.2011.01.SETTLE","CFFEX.IF.2011.01.VOLUME","CFFEX.IF.2011.02.CLOSE","CFFEX.IF.2011.02.SETTLE","CFFEX.IF.2011.02.VOLUME","CFFEX.IF.2011.03.CLOSE","CFFEX.IF.2011.03.SETTLE","CFFEX.IF.2011.03.VOLUME","CFFEX.IF.2011.04.CLOSE","CFFEX.IF.2011.04.SETTLE","CFFEX.IF.2011.04.VOLUME","CFFEX.IF.2011.05.CLOSE","CFFEX.IF.2011.05.SETTLE","CFFEX.IF.2011.05.VOLUME","CFFEX.IF.2011.06.CLOSE","CFFEX.IF.2011.06.SETTLE","CFFEX.IF.2011.06.VOLUME","CFFEX.IF.2011.07.CLOSE","CFFEX.IF.2011.07.SETTLE","CFFEX.IF.2011.07.VOLUME","CFFEX.IF.2011.08.CLOSE","CFFEX.IF.2011.08.SETTLE","CFFEX.IF.2011.08.VOLUME","CFFEX.IF.2011.09.CLOSE","CFFEX.IF.2011.09.SETTLE","CFFEX.IF.2011.09.VOLUME","CFFEX.IF.2011.10.CLOSE","CFFEX.IF.2011.10.SETTLE","CFFEX.IF.2011.10.VOLUME","CFFEX.IF.2011.11.CLOSE","CFFEX.IF.2011.11.SETTLE","CFFEX.IF.2011.11.VOLUME","CFFEX.IF.2011.12.CLOSE","CFFEX.IF.2011.12.SETTLE","CFFEX.IF.2011.12.VOLUME","CFFEX.IF.2012.01.CLOSE","CFFEX.IF.2012.01.SETTLE","CFFEX.IF.2012.01.VOLUME","CFFEX.IF.2012.02.CLOSE","CFFEX.IF.2012.02.SETTLE","CFFEX.IF.2012.02.VOLUME","CFFEX.IF.2012.03.CLOSE","CFFEX.IF.2012.03.SETTLE","CFFEX.IF.2012.03.VOLUME","CFFEX.IF.2012.04.CLOSE","CFFEX.IF.2012.04.SETTLE","CFFEX.IF.2012.04.VOLUME","CFFEX.IF.2012.05.CLOSE","CFFEX.IF.2012.05.SETTLE","CFFEX.IF.2012.05.VOLUME","CFFEX.IF.2012.06.CLOSE","CFFEX.IF.2012.06.SETTLE","CFFEX.IF.2012.06.VOLUME","CFFEX.IF.2012.07.CLOSE","CFFEX.IF.2012.07.SETTLE","CFFEX.IF.2012.07.VOLUME","CFFEX.IF.2012.08.CLOSE","CFFEX.IF.2012.08.SETTLE","CFFEX.IF.2012.08.VOLUME","CFFEX.IF.2012.09.CLOSE","CFFEX.IF.2012.09.SETTLE","CFFEX.IF.2012.09.VOLUME","CFFEX.IF.2012.10.CLOSE","CFFEX.IF.2012.10.SETTLE","CFFEX.IF.2012.10.VOLUME","CFFEX.IF.2012.11.CLOSE","CFFEX.IF.2012.11.SETTLE","CFFEX.IF.2012.11.VOLUME","CFFEX.IF.2012.12.CLOSE","CFFEX.IF.2012.12.SETTLE","CFFEX.IF.2012.12.VOLUME","CFFEX.IF.2013.01.CLOSE","CFFEX.IF.2013.01.SETTLE","CFFEX.IF.2013.01.VOLUME","CFFEX.IF.2013.02.CLOSE","CFFEX.IF.2013.02.SETTLE","CFFEX.IF.2013.02.VOLUME","CFFEX.IF.2013.03.CLOSE","CFFEX.IF.2013.03.SETTLE","CFFEX.IF.2013.03.VOLUME","CFFEX.IF.2013.04.CLOSE","CFFEX.IF.2013.04.SETTLE","CFFEX.IF.2013.04.VOLUME","CFFEX.IF.2013.05.CLOSE","CFFEX.IF.2013.05.SETTLE","CFFEX.IF.2013.05.VOLUME","CFFEX.IF.2013.06.CLOSE","CFFEX.IF.2013.06.SETTLE","CFFEX.IF.2013.06.VOLUME","CFFEX.IF.2013.07.CLOSE","CFFEX.IF.2013.07.SETTLE","CFFEX.IF.2013.07.VOLUME","CFFEX.IF.2013.08.CLOSE","CFFEX.IF.2013.08.SETTLE","CFFEX.IF.2013.08.VOLUME","CFFEX.IF.2013.09.CLOSE","CFFEX.IF.2013.09.SETTLE","CFFEX.IF.2013.09.VOLUME","CFFEX.IF.2013.10.CLOSE","CFFEX.IF.2013.10.SETTLE","CFFEX.IF.2013.10.VOLUME","CFFEX.IF.2013.11.CLOSE","CFFEX.IF.2013.11.SETTLE","CFFEX.IF.2013.11.VOLUME","CFFEX.IF.2013.12.CLOSE","CFFEX.IF.2013.12.SETTLE","CFFEX.IF.2013.12.VOLUME","CFFEX.IF.2014.01.CLOSE","CFFEX.IF.2014.01.SETTLE","CFFEX.IF.2014.01.VOLUME","CFFEX.IF.2014.02.CLOSE","CFFEX.IF.2014.02.SETTLE","CFFEX.IF.2014.02.VOLUME","CFFEX.IF.2014.03.CLOSE","CFFEX.IF.2014.03.SETTLE","CFFEX.IF.2014.03.VOLUME","CFFEX.IF.2014.04.CLOSE","CFFEX.IF.2014.04.SETTLE","CFFEX.IF.2014.04.VOLUME","CFFEX.IF.2014.05.CLOSE","CFFEX.IF.2014.05.SETTLE","CFFEX.IF.2014.05.VOLUME","CFFEX.IF.2014.06.CLOSE","CFFEX.IF.2014.06.SETTLE","CFFEX.IF.2014.06.VOLUME","CFFEX.IF.2014.07.CLOSE","CFFEX.IF.2014.07.SETTLE","CFFEX.IF.2014.07.VOLUME","CFFEX.IF.2014.08.CLOSE","CFFEX.IF.2014.08.SETTLE","CFFEX.IF.2014.08.VOLUME","CFFEX.IF.2014.09.CLOSE","CFFEX.IF.2014.09.SETTLE","CFFEX.IF.2014.09.VOLUME","CFFEX.IF.2014.10.CLOSE","CFFEX.IF.2014.10.SETTLE","CFFEX.IF.2014.10.VOLUME","CFFEX.IF.2014.11.CLOSE","CFFEX.IF.2014.11.SETTLE","CFFEX.IF.2014.11.VOLUME","CFFEX.IF.2014.12.CLOSE","CFFEX.IF.2014.12.SETTLE","CFFEX.IF.2014.12.VOLUME","CFFEX.IF.2015.01.CLOSE","CFFEX.IF.2015.01.SETTLE","CFFEX.IF.2015.01.VOLUME","CFFEX.IF.2015.02.CLOSE","CFFEX.IF.2015.02.SETTLE","CFFEX.IF.2015.02.VOLUME","CFFEX.IF.2015.03.CLOSE","CFFEX.IF.2015.03.SETTLE","CFFEX.IF.2015.03.VOLUME","CFFEX.IF.2015.04.CLOSE","CFFEX.IF.2015.04.SETTLE","CFFEX.IF.2015.04.VOLUME","CFFEX.IF.2015.05.CLOSE","CFFEX.IF.2015.05.SETTLE","CFFEX.IF.2015.05.VOLUME","CFFEX.IF.2015.06.CLOSE","CFFEX.IF.2015.06.SETTLE","CFFEX.IF.2015.06.VOLUME","CFFEX.IF.2015.07.CLOSE","CFFEX.IF.2015.07.SETTLE","CFFEX.IF.2015.07.VOLUME","CFFEX.IF.2015.08.CLOSE","CFFEX.IF.2015.08.SETTLE","CFFEX.IF.2015.08.VOLUME","CFFEX.IF.2015.09.CLOSE","CFFEX.IF.2015.09.SETTLE","CFFEX.IF.2015.09.VOLUME","CFFEX.IF.2015.10.CLOSE","CFFEX.IF.2015.10.SETTLE","CFFEX.IF.2015.10.VOLUME","CFFEX.IF.2015.11.CLOSE","CFFEX.IF.2015.11.SETTLE","CFFEX.IF.2015.11.VOLUME","CFFEX.IF.2015.12.CLOSE","CFFEX.IF.2015.12.SETTLE","CFFEX.IF.2015.12.VOLUME","CFFEX.IF.2016.01.CLOSE","CFFEX.IF.2016.01.SETTLE","CFFEX.IF.2016.01.VOLUME","CFFEX.IF.2016.02.CLOSE","CFFEX.IF.2016.02.SETTLE","CFFEX.IF.2016.02.VOLUME","CFFEX.IF.2016.03.CLOSE","CFFEX.IF.2016.03.SETTLE","CFFEX.IF.2016.03.VOLUME","CFFEX.IF.2016.04.CLOSE","CFFEX.IF.2016.04.SETTLE","CFFEX.IF.2016.04.VOLUME","CFFEX.IF.2016.05.CLOSE","CFFEX.IF.2016.05.SETTLE","CFFEX.IF.2016.05.VOLUME","CFFEX.IF.2016.06.CLOSE","CFFEX.IF.2016.06.SETTLE","CFFEX.IF.2016.06.VOLUME","CFFEX.IF.2016.09.CLOSE","CFFEX.IF.2016.09.SETTLE","CFFEX.IF.2016.09.VOLUME","CFFEX.IF.2016.12.CLOSE","CFFEX.IF.2016.12.SETTLE","CFFEX.IF.2016.12.VOLUME"
"2014-12-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3143,3205.8,2555554,3162.2,3211.2,217691,NA,NA,NA,3175,3229.2,113502,NA,NA,NA,NA,NA,NA,3184.4,3243.8,43381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3229.6,3272.2,2140875,3270.4,3305.4,232026,NA,NA,NA,3300,3325,94944,NA,NA,NA,NA,NA,NA,3307,3336,33360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3207.8,3204.2,1702846,3245.6,3247.4,245031,NA,NA,NA,3276.4,3279,69602,NA,NA,NA,NA,NA,NA,3295,3294.2,23536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3215.8,3218,1441658,3264.6,3265.8,239066,NA,NA,NA,3305.2,3301.8,59589,NA,NA,NA,NA,NA,NA,3315.6,3314,18240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3244,3246.8,1084793,3290.4,3291.6,254029,NA,NA,NA,3336,3331.2,51281,NA,NA,NA,NA,NA,NA,3349.2,3347,14638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3322.8,3301,1287895,3384,3359.4,496487,NA,NA,NA,3441.2,3412.2,79302,NA,NA,NA,NA,NA,NA,3460,3426.8,23172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3363.6,3331.4,909493,3480.6,3446,1191913,NA,NA,NA,3562.6,3533.8,96151,NA,NA,NA,NA,NA,NA,3595.2,3561.2,32453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3361.8,3360.8,230722,3490.6,3489.2,1441628,NA,NA,NA,3584,3591.2,91919,NA,NA,NA,NA,NA,NA,3644.6,3649.6,37802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3352.2,3351.58,74486,3503,3506,1549063,NA,NA,NA,3589.2,3582,112964,NA,NA,NA,NA,NA,NA,3623.6,3612.2,47783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3399.4,3441.8,1631397,3429.2,3476,26241,3458,3511.6,109563,NA,NA,NA,NA,NA,NA,3486.8,3544.8,43406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3313,3368.8,1596976,3347,3398.6,23048,3371,3425.4,124684,NA,NA,NA,NA,NA,NA,3409.8,3462,47497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3259,3247.6,1772554,3288,3269.6,25864,3305,3284.8,141415,NA,NA,NA,NA,NA,NA,3340,3317,57245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-12-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3381,3335.4,1751079,3403.6,3351,25840,3429,3378.4,112591,NA,NA,NA,NA,NA,NA,3458,3408.6,50589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
