"DATETIME","DCE.PP.2014.05.CLOSE","DCE.PP.2014.05.SETTLE","DCE.PP.2014.05.VOLUME","DCE.PP.2014.06.CLOSE","DCE.PP.2014.06.SETTLE","DCE.PP.2014.06.VOLUME","DCE.PP.2014.07.CLOSE","DCE.PP.2014.07.SETTLE","DCE.PP.2014.07.VOLUME","DCE.PP.2014.08.CLOSE","DCE.PP.2014.08.SETTLE","DCE.PP.2014.08.VOLUME","DCE.PP.2014.09.CLOSE","DCE.PP.2014.09.SETTLE","DCE.PP.2014.09.VOLUME","DCE.PP.2014.10.CLOSE","DCE.PP.2014.10.SETTLE","DCE.PP.2014.10.VOLUME","DCE.PP.2014.11.CLOSE","DCE.PP.2014.11.SETTLE","DCE.PP.2014.11.VOLUME","DCE.PP.2014.12.CLOSE","DCE.PP.2014.12.SETTLE","DCE.PP.2014.12.VOLUME","DCE.PP.2015.01.CLOSE","DCE.PP.2015.01.SETTLE","DCE.PP.2015.01.VOLUME","DCE.PP.2015.02.CLOSE","DCE.PP.2015.02.SETTLE","DCE.PP.2015.02.VOLUME","DCE.PP.2015.03.CLOSE","DCE.PP.2015.03.SETTLE","DCE.PP.2015.03.VOLUME","DCE.PP.2015.04.CLOSE","DCE.PP.2015.04.SETTLE","DCE.PP.2015.04.VOLUME","DCE.PP.2015.05.CLOSE","DCE.PP.2015.05.SETTLE","DCE.PP.2015.05.VOLUME","DCE.PP.2015.06.CLOSE","DCE.PP.2015.06.SETTLE","DCE.PP.2015.06.VOLUME","DCE.PP.2015.07.CLOSE","DCE.PP.2015.07.SETTLE","DCE.PP.2015.07.VOLUME","DCE.PP.2015.08.CLOSE","DCE.PP.2015.08.SETTLE","DCE.PP.2015.08.VOLUME","DCE.PP.2015.09.CLOSE","DCE.PP.2015.09.SETTLE","DCE.PP.2015.09.VOLUME","DCE.PP.2015.10.CLOSE","DCE.PP.2015.10.SETTLE","DCE.PP.2015.10.VOLUME","DCE.PP.2015.11.CLOSE","DCE.PP.2015.11.SETTLE","DCE.PP.2015.11.VOLUME","DCE.PP.2015.12.CLOSE","DCE.PP.2015.12.SETTLE","DCE.PP.2015.12.VOLUME","DCE.PP.2016.01.CLOSE","DCE.PP.2016.01.SETTLE","DCE.PP.2016.01.VOLUME","DCE.PP.2016.02.CLOSE","DCE.PP.2016.02.SETTLE","DCE.PP.2016.02.VOLUME","DCE.PP.2016.03.CLOSE","DCE.PP.2016.03.SETTLE","DCE.PP.2016.03.VOLUME","DCE.PP.2016.04.CLOSE","DCE.PP.2016.04.SETTLE","DCE.PP.2016.04.VOLUME","DCE.PP.2016.05.CLOSE","DCE.PP.2016.05.SETTLE","DCE.PP.2016.05.VOLUME","DCE.PP.2016.06.CLOSE","DCE.PP.2016.06.SETTLE","DCE.PP.2016.06.VOLUME","DCE.PP.2016.07.CLOSE","DCE.PP.2016.07.SETTLE","DCE.PP.2016.07.VOLUME","DCE.PP.2016.08.CLOSE","DCE.PP.2016.08.SETTLE","DCE.PP.2016.08.VOLUME","DCE.PP.2016.09.CLOSE","DCE.PP.2016.09.SETTLE","DCE.PP.2016.09.VOLUME","DCE.PP.2016.10.CLOSE","DCE.PP.2016.10.SETTLE","DCE.PP.2016.10.VOLUME","DCE.PP.2016.11.CLOSE","DCE.PP.2016.11.SETTLE","DCE.PP.2016.11.VOLUME","DCE.PP.2016.12.CLOSE","DCE.PP.2016.12.SETTLE","DCE.PP.2016.12.VOLUME","DCE.PP.2017.01.CLOSE","DCE.PP.2017.01.SETTLE","DCE.PP.2017.01.VOLUME"
"2015-10-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,7096,60,7156,7156,0,6842,6868,895076,6884,6884,0,6826,6826,0,6959,6959,0,6703,6713,56738,6841,6841,0,6826,6826,0,6926,6926,0,6649,6636,5740,6615,6615,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-11-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096,7096,0,7090,7051,256,6865,6873,783608,6889,6889,0,6830,6830,0,6964,6964,0,6722,6721,49890,6849,6849,0,6834,6834,0,6934,6934,0,6662,6663,3338,6621,6675,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-11-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096,7096,0,7060,7060,2,6780,6793,875844,6826,6838,6,6780,6780,0,6913,6913,0,6644,6671,81434,6799,6799,0,6809,6809,4,6934,6934,0,6680,6672,12272,6733,6733,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-11-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096,7096,0,7060,7060,0,6824,6819,1096552,6896,6893,4,6834,6834,0,6968,6968,0,6690,6682,86494,6810,6810,0,6775,6775,4,6900,6900,0,6713,6700,9682,6761,6761,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-11-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096,7096,0,6990,6990,4,6641,6692,1131482,6724,6704,54,6647,6647,0,6777,6777,0,6537,6591,103870,6718,6718,0,6683,6683,0,6807,6807,0,6560,6609,8702,6647,6667,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-11-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096,7096,0,6990,6990,0,6655,6651,1029888,6663,6663,0,6607,6607,0,6736,6736,0,6535,6522,93152,6648,6648,0,6614,6614,0,6736,6736,0,6532,6521,6322,6579,6579,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-11-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096,7096,2,6802,6939,14,6620,6639,845808,6686,6686,8,6629,6629,0,6759,6759,0,6504,6519,61944,6645,6645,0,6611,6611,0,6733,6733,0,6508,6512,2938,6616,6552,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-11-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096,7096,0,6840,6869,6,6519,6527,932452,6638,6683,14,6522,6522,2,6498,6530,120,6350,6388,137486,6512,6512,0,6479,6479,0,6598,6598,0,6341,6389,6658,6420,6420,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-11-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096,7096,0,6876,6876,2,6498,6502,919940,6658,6658,0,6498,6498,0,6353,6379,12,6286,6307,122946,6430,6430,0,6397,6397,0,6515,6515,0,6261,6285,9342,6316,6290,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-11-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096,7096,0,6876,6876,0,6471,6490,821988,6509,6583,84,6425,6425,0,6352,6352,8,6245,6246,170196,6368,6368,0,6353,6276,16,6392,6392,0,6194,6191,14642,6290,6290,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-11-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096,7096,0,6676,6676,0,6303,6353,1241032,6416,6482,14,6327,6327,0,6255,6255,0,6129,6177,211764,6245,6199,40,6110,6110,0,6223,6223,0,6082,6133,14352,6098,6098,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6409,6435,8,6181,6264,1120294,6267,6348,32,6197,6197,0,6126,6126,0,5988,6050,241982,6072,6072,0,5985,5985,0,6096,6096,0,5940,5998,15256,5964,5964,0,5915,6094,146,NA,NA,NA,NA,NA,NA
"2015-11-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6240,6228,8,6177,6157,1582158,6250,6302,82,6153,6153,0,6082,6082,0,5966,5949,343202,5971,5971,0,5886,5886,0,5995,5995,0,5924,5914,16912,6000,5941,4,5860,5928,42,NA,NA,NA,NA,NA,NA
"2015-11-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6200,6212,30,6183,6152,1361362,6169,6169,2,6024,6024,0,5954,5954,0,5892,5899,330666,5921,5921,0,5837,5837,0,5945,5945,0,5839,5855,19992,5880,5860,4,5881,5881,2,NA,NA,NA,NA,NA,NA
"2015-11-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6180,6190,8,6157,6181,1387652,6248,6276,6,6128,6128,0,6057,6057,0,5826,5876,332456,5990,5947,8,5862,5862,0,5971,5971,0,5776,5826,22246,5850,5850,0,5840,5840,2,NA,NA,NA,NA,NA,NA
"2015-11-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6017,6083,4,5934,6021,1586614,6025,6156,38,6011,6011,0,5815,5815,0,5641,5693,480916,5762,5762,0,5680,5680,0,5786,5786,0,5593,5639,30276,5618,5835,18,5607,5607,2,NA,NA,NA,NA,NA,NA
"2015-11-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6083,6083,0,5734,5759,1625038,5923,5924,26,5785,5785,0,5520,5520,2,5352,5414,589974,5532,5532,0,5453,5453,0,5503,5503,0,5301,5351,43894,5602,5602,0,5383,5390,10,NA,NA,NA,NA,NA,NA
"2015-11-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6083,6083,0,5960,5878,1782796,6059,5925,22,5855,5855,2,5586,5586,0,5570,5486,960352,5605,5605,0,5525,5525,0,5576,5576,0,5474,5378,53036,5315,5315,2,5449,5434,4,NA,NA,NA,NA,NA,NA
"2015-11-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6083,6083,0,6015,5984,1584738,6055,5976,20,5943,5896,14,5625,5625,0,5530,5520,1151526,5639,5639,0,5559,5559,0,5610,5610,0,5421,5428,44268,5364,5364,0,5434,5434,0,NA,NA,NA,NA,NA,NA
"2015-11-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6083,6083,0,6223,6164,1062912,6213,6207,474,6123,6123,0,5777,5779,220,5740,5681,1178546,5864,5691,6,5610,5610,0,5661,5661,0,5643,5578,52888,5578,5578,0,5651,5651,2,NA,NA,NA,NA,NA,NA
"2015-11-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6288,6288,6,6304,6262,958646,6370,6370,22,6283,6283,0,5873,5873,4,5724,5702,1466588,5741,5709,32,5704,5704,4,5755,5755,0,5568,5570,40906,5571,5571,0,5651,5651,0,NA,NA,NA,NA,NA,NA
"2015-11-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6288,6288,0,6328,6269,421158,6370,6370,0,6290,6290,0,5735,5735,2,5665,5604,1487366,5518,5624,10,5664,5664,2,5715,5715,0,5464,5420,35226,5421,5421,0,5499,5499,0,NA,NA,NA,NA,NA,NA
"2015-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6288,6288,0,6504,6427,429136,6530,6461,30,6377,6352,10,5791,5791,0,5804,5765,1801748,5828,5833,10,5655,5655,2,5706,5706,0,5600,5556,44644,5557,5557,0,5499,5499,0,NA,NA,NA,NA,NA,NA
"2015-12-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6288,6288,0,6480,6496,172754,6461,6461,0,6420,6420,0,5853,5853,0,5766,5808,1479292,5906,5906,2,5725,5725,0,5777,5777,0,5586,5616,30008,5617,5617,0,5499,5499,0,NA,NA,NA,NA,NA,NA
"2015-12-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6288,6288,0,6502,6461,144070,6497,6489,50,6447,6447,0,5878,5878,0,5777,5710,1488698,5906,5906,0,5656,5631,224,5683,5683,0,5575,5505,34336,5506,5506,0,5499,5499,0,NA,NA,NA,NA,NA,NA
"2015-12-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6288,6288,0,6441,6479,144506,6448,6425,16,6209,6355,4,5771,5883,4,5709,5755,1472110,5906,5906,0,5675,5675,0,5727,5727,0,5521,5553,29542,5554,5554,0,5546,5546,0,NA,NA,NA,NA,NA,NA
"2015-12-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6288,6288,0,6436,6427,97336,6400,6400,2,6120,6120,4,5666,5666,0,5710,5684,1302884,5712,5652,82,5431,5431,0,5481,5481,0,5516,5480,26294,5615,5550,6,5546,5546,0,NA,NA,NA,NA,NA,NA
"2015-12-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6288,6288,0,6182,6234,147002,6102,6209,8,5938,5938,0,5581,5579,8,5400,5482,1487484,5598,5623,52,5404,5404,0,5453,5453,0,5206,5287,66302,5321,5330,8,5322,5322,0,NA,NA,NA,NA,NA,NA
"2015-12-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6288,6288,0,6166,6180,90574,6190,6216,26,5944,5944,0,5585,5585,0,5447,5434,1380366,5481,5443,88,5232,5232,0,5313,5291,90,5259,5250,56924,5293,5293,0,5322,5322,0,NA,NA,NA,NA,NA,NA
"2015-12-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6288,6288,0,6080,6062,100806,6051,6149,16,5880,5880,0,5525,5525,0,5466,5443,1589114,5443,5443,0,5232,5232,0,5299,5299,0,5271,5251,51548,5294,5294,0,5322,5322,0,NA,NA,NA,NA,NA,NA
"2015-12-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6288,6288,0,6037,6031,75438,6150,6149,4,5880,5880,0,5584,5618,50,5481,5456,1413590,5514,5514,4,5300,5300,0,5368,5368,0,5272,5251,52598,5294,5294,0,5322,5322,0,NA,NA,NA,NA,NA,NA
"2015-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6288,6288,0,5975,5948,78456,6065,6065,0,5800,5800,0,5644,5608,4,5521,5471,1763012,5491,5482,60,5270,5270,0,5337,5337,0,5287,5238,74332,5281,5281,0,5322,5322,0,NA,NA,NA,NA,NA,NA
"2015-12-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6037,6009,39626,6065,6065,2,5800,5800,0,5608,5608,0,5523,5550,1285550,5561,5561,0,5346,5346,0,5364,5364,6,5270,5305,54040,5348,5348,0,5322,5322,0,5318,5318,0,NA,NA,NA
"2015-12-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6128,6086,47342,6065,6065,0,5874,5874,0,5679,5679,0,5540,5539,1201566,5552,5584,706,5368,5368,0,5386,5386,0,5288,5285,38666,5328,5328,0,5322,5322,0,5411,5411,2,NA,NA,NA
"2015-12-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6108,6156,41142,6065,6065,0,5941,5941,0,5744,5744,0,5529,5570,1433718,5615,5615,0,5398,5398,0,5416,5416,0,5302,5317,49108,5386,5330,12,5322,5322,0,5411,5411,0,NA,NA,NA
"2015-12-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6118,6080,27584,6065,6065,0,5868,5868,0,5674,5674,0,5565,5522,1525388,5581,5581,90,5366,5366,0,5384,5384,0,5337,5299,57096,5312,5312,0,5322,5322,0,5393,5393,0,NA,NA,NA
"2015-12-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6196,6143,15218,6065,6065,0,5928,5928,0,5735,5735,6,5717,5630,1597198,5685,5687,8,5467,5467,0,5486,5486,0,5491,5406,77952,5312,5312,0,5432,5432,2,5393,5393,0,NA,NA,NA
"2015-12-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6210,6197,17036,6116,6199,6,6058,6058,0,5861,5861,0,5794,5744,1510868,5776,5751,4,5714,5628,4,5481,5597,8,5575,5513,74544,5570,5570,10,5500,5500,0,5517,5517,2,NA,NA,NA
"2015-12-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6261,6199,10506,6269,6224,148,6100,6099,4,5780,5798,6,5766,5738,1543840,5805,5805,0,5570,5570,2,5562,5562,2,5578,5552,109316,5600,5601,16,5572,5572,2,5598,5569,4,NA,NA,NA
"2015-12-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6495,6444,25898,6410,6389,18,6275,6275,2,6070,6070,2,5887,5888,2597512,5956,5956,0,5570,5570,2,5751,5640,72,5672,5683,156744,5700,5700,2,5600,5600,0,5667,5667,0,NA,NA,NA
"2015-12-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6497,6481,14570,6389,6389,0,6311,6311,0,5881,5881,2,5870,5865,1469024,5949,5878,4,5498,5498,0,5640,5640,0,5647,5648,58552,5700,5700,0,5600,5600,0,5667,5667,0,NA,NA,NA
